#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
Topic,,,,,,328473,,40.712,-74.002
Topic,,,,,,175111,,,
Topic,,,,,,1574963,,,
Topic,,,,,,787045,,,
Person,236262613434181606,,,,,,,,
Person,635582074571932037,,,,,,,,
Topic,,,,,,878123,,,
Topic,,,,,,9420,,,
Person,1456601201342153081,,,,,,,,
Person,1064651547241225475,,,,,,,,
Topic,,,,,,771572,,40.699945,-73.950148
Topic,,,,,,9081,,,
Topic,,,,,,420,,,
Topic,,,,,,123705,,,
Topic,,,,,,22183,,49.414444444444,6.3269444444444
Person,69435368161453680,,,,,,,,
Topic,,,,,,2006324,,,
Topic,,,,,,598435,,,
Topic,,,,,,267271,,,
Topic,,,,,,732934,,,
Topic,,,,,,12136,,,
Person,445439512605506209,,,,,,,,
Person,61505326640736713,,,,,,,,
Topic,,,,,,4224,,,
Person,1144013137980918394,,,,,,,,
Person,31731125348173249,,,,,,,,
Person,625034676218929764,,,,,,,,
Person,444306586381850137,,,,,,,,
Person,555458474575261655,,,,,,,,
Person,1417470925014572453,,,,,,,,
Topic,,,,,,19809,,,
Topic,,,,,,131252,,41.789722222222,-87.599722222222
Topic,,,,,,162668,,,
Topic,,,,,,529711,,,
Person,853439821216101049,,,,,,,,
Person,463638962548555964,,,,,,,,
Topic,,,,,,83267,,,
Topic,,,,,,828749,,,
Topic,,,,,,231823,,,
Topic,,,,,,1141067,,,
Person,603033501127063540,,,,,,,,
Topic,,,,,,151287,,50.7489,6.165
Person,924721144690131843,,,,,,,,
Person,100401459222237132,,,,,,,,
Person,1263256310526499146,,,,,,,,
Topic,,,,,,8333,,,
Topic,,,,,,33829,,,
Topic,,,,,,247797,,,
Topic,,,,,,1971,,,
Person,1161953324175653611,,,,,,,,
Person,183162484630224400,,,,,,,,
Person,160814553436212810,,,,,,,,
Topic,,,,,,620463,,,
Person,530418721562036010,,,,,,,,
Person,527442606241156542,,,,,,,,
Topic,,,,,,1049632,,40.665352,-73.969264
Topic,,,,,,164359,,,
Person,765845822584354882,,,,,,,,
Person,845563170163723303,,,,,,,,
Topic,,,,,,5351259,,,
Topic,,,,,,14528,,,
Topic,,,,,,7881229,,,
Person,594874781813261396,,,,,,,,
Person,820045593370167099,,,,,,,,
Person,1549574200574396664,,,,,,,,
Person,1358902465304055423,,,,,,,,
Person,445243549200522915,,,,,,,,
Person,1132612440955357623,,,,,,,,
Person,337533446205370624,,,,,,,,
Topic,,,,,,1337813,,,
Topic,,,,,,55105737,,,
Topic,,,,,,491283,,,
Person,373492714841021534,,,,,,,,
Person,1408491114509380547,,,,,,,,
Person,508335620321665350,,,,,,,,
Topic,,,,,,46744,,,
Topic,,,,,,736733,,,
Person,1410645762939942534,,,,,,,,
Person,785375125835990480,,,,,,,,
Person,1111352751459624522,,,,,,,,
Person,1544508009020466419,,,,,,,,
Person,748624328941151036,,,,,,,,
Person,1210372354638017111,,,,,,,,
Topic,,,,,,3303945,,,
Person,912515319633413158,,,,,,,,
Person,802043545116637191,,,,,,,,
Person,886105102522101244,,,,,,,,
Person,735713441679521195,,,,,,,,
Person,1128501731262832684,,,,,,,,
Person,798281453414064182,,,,,,,,
Person,827516550774300422,,,,,,,,
Person,1091096237413761253,,,,,,,,
Person,1665754400243458567,,,,,,,,
Topic,,,,,,1498321,,,
Person,1276527238220942521,,,,,,,,
Person,140810992085304421,,,,,,,,
Topic,,,,,,120569,,,
Person,1358413175386425318,,,,,,,,
Person,645948345494090258,,,,,,,,
Topic,,,,,,131191,,,
Person,1442191382662959242,,,,,,,,
Person,295266344363246537,,,,,,,,
Person,1472154222902711100,,,,,,,,
Person,529550602103217450,,,,,,,,
Topic,,,,,,43035,,,
Topic,,,,,,126095,,,
Topic,,,,,,49088,,40.8075,-73.961944444444
Person,910075513854877065,,,,,,,,
Topic,,,,,,2446683,,43.1189,20.0797
Topic,,,,,,2030894,,40.850852,-73.844949
Topic,,,,,,657222,,40.744906,-74.023937
Topic,,,,,,864855,,33.7758,-84.3947
Topic,,,,,,189603,,,
Topic,,,,,,49085,,,
Topic,,,,,,28919137,,,
Topic,,,,,,861548,,30.440555555556,-84.291388888889
Person,1276204392516224975,,,,,,,,
Person,842652402732741813,,,,,,,,
Topic,,,,,,188874,,,
Topic,,,,,,178706,,,
Topic,,,,,,1436668,,,
Person,395324364594290687,,,,,,,,
Person,1262612659220861550,,,,,,,,
Topic,,,,,,1318295,,,
Topic,,,,,,1404101,,,
Topic,,,,,,4919218,,,
Topic,,,,,,473743,,,
Topic,,,,,,7422164,,,
Topic,,,,,,266018,,,
Person,204261103262148148,,,,,,,,
Person,719533111062900642,,,,,,,,
Topic,,,,,,164573,,,
Person,834321901190546647,,,,,,,,
Topic,,,,,,12796,,,
Topic,,,,,,1512929,,,
Person,1621213924626344388,,,,,,,,
Topic,,,,,,484105,,,
Person,1232233852183179377,,,,,,,,
Topic,,,,,,131401,,,
Topic,,,,,,466439,,,
Topic,,,,,,788790,,,
Topic,,,,,,7569568,,35.0481,-85.051
Topic,,,,,,2151613,,,
Person,213091544518159643,,,,,,,,
Person,733162102248046708,,,,,,,,
Person,1154050452413845070,,,,,,,,
Topic,,,,,,4985088,,,
Person,1550615795601788353,,,,,,,,
Topic,,,,,,1144077,,,
Topic,,,,,,11175303,,,
Person,1332328363444180135,,,,,,,,
Person,1635215552062444021,,,,,,,,
Person,1002742933047354917,,,,,,,,
Person,1128320531043878633,,,,,,,,
Person,1141126695123320922,,,,,,,,
Topic,,,,,,8388,,,
Topic,,,,,,5405633,,,
Person,1031526243841315760,,,,,,,,
Topic,,,,,,43109,,,
Topic,,,,,,189756,,,
Topic,,,,,,643638,,,
Topic,,,,,,783874,,,
Topic,,,,,,492346,,37.2708,-76.7069
Topic,,,,,,5156524,,,
Person,1090040942660354449,,,,,,,,
Topic,,,,,,2994606,,,
Topic,,,,,,3460334,,,
Topic,,,,,,4049294,,,
Person,754006365132012150,,,,,,,,
Topic,,,,,,5303278,,-34.9764,147.344
Topic,,,,,,708245,,,
Topic,,,,,,13977,,,
Topic,,,,,,26516,,,
Person,723455335029402611,,,,,,,,
Topic,,,,,,16266633,,,
Person,1525133443534349327,,,,,,,,
Topic,,,,,,7315940,,,
Person,39325704617739133,,,,,,,,
Person,1266623302920318640,,,,,,,,
Topic,,,,,,7899266,,,
Person,144993480696655819,,,,,,,,
Person,1482631586430674230,,,,,,,,
Person,735243266472522113,,,,,,,,
Person,911343623506815985,,,,,,,,
Person,802248036314116834,,,,,,,,
Person,1403521534163206962,,,,,,,,
Person,613875610930703122,,,,,,,,
Person,883640280193557352,,,,,,,,
Person,208411288512434105,,,,,,,,
Topic,,,,,,7252790,,,
Person,1254578828512330430,,,,,,,,
Person,72665528345093110,,,,,,,,
Person,1205862150970509257,,,,,,,,
Person,545522325364121153,,,,,,,,
Topic,,,,,,8856932,,,
Person,399178901221734434,,,,,,,,
Person,817439218552611622,,,,,,,,
Person,358922003619459405,,,,,,,,
Person,1164069507563258223,,,,,,,,
Person,346401281431409585,,,,,,,,
Person,1142243403988573516,,,,,,,,
Person,719036657765593883,,,,,,,,
Person,1403154293111857535,,,,,,,,
Person,1152154393525086310,,,,,,,,
Person,360762003565160111,,,,,,,,
Person,1562551211303391006,,,,,,,,
Person,1142044551973131423,,,,,,,,
Person,564720828431033513,,,,,,,,
Person,134224125330401701,,,,,,,,
Person,458101440115215349,,,,,,,,
Person,740316593321112596,,,,,,,,
Person,250216230021662514,,,,,,,,
Person,696654702136225412,,,,,,,,
Person,1322253454514323193,,,,,,,,
Person,1415551103558851163,,,,,,,,
Person,876485964536385427,,,,,,,,
Person,1305260720934864098,,,,,,,,
Person,1561611345641442222,,,,,,,,
Person,1150912068341963419,,,,,,,,
Person,1256560595331782090,,,,,,,,
Person,734115351455448774,,,,,,,,
Person,215389348334756232,,,,,,,,
Person,830492275831118011,,,,,,,,
HasTopic,,,,,102583151124020340,126095,,,
Author,144993480696655819,,,818114433937955570,,,,,
HasTopic,,,,778164812544303241,,277038,,,
HasTopic,,,1427292001647224242,,,25395,,,
Author,564720828431033513,,,705405857607435952,,,,,
HasTopic,,,,996513151205282246,,12136,,,
Author,1403154293111857535,,,359387609229331574,,,,,
Includes,,,1615340315424362057,610632535520533707,,,,,
HasTopic,,,,462909183311043388,,26516,,,
HasTopic,,,,932362105613871012,,11299,,,
Sale,463638962548555964,527442606241156542,,,,,8/7/2018,,
HasTopic,,,,527407626398459111,,529711,,,
Author,1128501731262832684,,,1060309546214304182,,,,,
HasTopic,,,,,1433303251800176474,43035,,,
HasTopic,,,,534824947453705510,,16266633,,,
HasTopic,,,,1651365355351122204,,783874,,,
Includes,,,1372844135435303981,441428674133413491,,,,,
Sale,912515319633413158,802043545116637191,,,,192270,10/8/2018,,
HasOrg,,,,,426261506651450656,7422164,,,
Author,358922003619459405,,,1268992263836158411,,,,,
HasTopic,,,,215089625801416613,,8486,,,
Author,1562551211303391006,,,550991096516358338,,,,,
Author,1561611345641442222,,,1019763081880842517,,,,,
HasTopic,,,,1513662032452523252,,44311,,,
Author,1262612659220861550,,,,426261506651450656,,,,
Author,1154050452413845070,,,,639593259501530220,,,,
Author,215389348334756232,,,534824947453705510,,,,,
HasOrg,,,,,639593259501530220,28919137,,,
HasTopic,,,,,1433303251800176474,998,,,
Includes,,,1615340315424362057,1027391951192717347,,,,,
Includes,,,1427292001647224242,527407626398459111,,,,,
Includes,,,1202482536733844323,1114502034902546550,,,,,
HasTopic,,,,625375362050355621,,29313,,,
Author,477384404927196020,,,1651365355351122204,,,,,
Includes,,,1615340315424362057,1145085432543259730,,,,,
HasTopic,,,,725842215428003633,,2151613,,,
HasTopic,,,,215089625801416613,,1424605,,,
HasTopic,,,,1513662032452523252,,131401,,,
HasTopic,,,,403455645193718573,,7569,,,
Author,1142044551973131423,,,1611943845151076252,,,,,
HasTopic,,,,,426261506651450656,266018,,,
Sale,1419850416906085161,1128501731262832684,,,,2869238,09/28/2018,,
Author,734115351455448774,,,996513151205282246,,,,,
Sale,735713441679521195,1128501731262832684,,,,11650,10/10/2018,,
HasTopic,,,,441428674133413491,,581369,,,
HasTopic,,,,1114502034902546550,,44311,,,
Sale,1472154222902711100,1128501731262832684,,,,185785,09/28/2018,,
Author,284405379592161575,,,,102583151124020340,,,,
Sale,1276527238220942521,603033501127063540,,,,454839,10/15/2018,,
Author,1128501731262832684,,,1114502034902546550,,,,,
HasTopic,,,,744050462705530514,,703534,,,
HasTopic,,,,550991096516358338,,13977,,,
Author,733162102248046708,,,,639593259501530220,,,,
Author,719533111062900642,,,,1433303251800176474,,,,
HasTopic,,,,1268992263836158411,,4049294,,,
Includes,,,1202482536733844323,648532001209826135,,,,,
HasTopic,,,,705405857607435952,,746628,,,
Sale,635431402442203037,1191344464141511581,,,,191655,7/28/2018,,
HasTopic,,,,84295014231628064,,18545,,,
Author,204261103262148148,,,,426261506651450656,,,,
Author,834321901190546647,,,,1433303251800176474,,,,
HasTopic,,,,932362105613871012,,771572,,,
Author,613875610930703122,,,625375362050355621,,,,,
HasTopic,,,,,426261506651450656,3303945,,,
HasTopic,,,,679721048351950362,,1144077,,,
HasTopic,,,,394352063214255261,,575,,,
HasTopic,,,,1114502034902546550,,40357,,,
HasTopic,,,565733832133342431,,,420,,,
HasTopic,,,,1483555911382243843,,43164,,,
Includes,,,15133734353741126,1054211253526041632,,,,,
HasTopic,,,,,639593259501530220,189603,,,
Author,1544508009020466419,,,1145085432543259730,,,,,
HasTopic,,,,1513662032452523252,,889,,,
HasTopic,,,353365307219544531,,,2329,,,
Sale,785375125835990480,1111352751459624522,,,,551800,10/5/2018,,
Includes,,,1314315120197156050,1451092413261528372,,,,,
Includes,,,1372844135435303981,142553865485044515,,,,,
Author,1142243403988573516,,,142553865485044515,,,,,
Author,1090040942660354449,,,610632535520533707,,,,,
Author,1141126695123320922,,,,639593259501530220,,,,
Includes,,,1615340315424362057,679721048351950362,,,,,
HasTopic,,,,1431296414494015398,,2845,,,
Author,360762003565160111,,,1054211253526041632,,,,,
Includes,,,1372844135435303981,1651365355351122204,,,,,
HasTopic,,,,,639593259501530220,120569,,,
Author,754006365132012150,,,1553547443642141359,,,,,
HasTopic,,,,1042722514115814455,,7899266,,,
Author,458101440115215349,,,242319556350139294,,,,,
HasOrg,,,,,639593259501530220,864855,,,
HasTopic,,,,1209342585680609487,,792565,,,
HasTopic,,,,818114433937955570,,267271,,,
Includes,,,1372844135435303981,443011564966490962,,,,,
Includes,,,1615340315424362057,264222459574523105,,,,,
HasTopic,,,,1083645618205541900,,7881229,,,
Author,1266623302920318640,,,679721048351950362,,,,,
Sale,477384404927196020,1128501731262832684,,,,271997,09/30/2018,,
Author,399178901221734434,,,1483555911382243843,,,,,
HasTopic,,,,610632535520533707,,169313,,,
Author,1031526243841315760,,,,1433303251800176474,,,,
HasTopic,,,,1055033486001603535,,164573,,,
HasTopic,,,,1209342585680609487,,492346,,,
HasTopic,,,,778164812544303241,,788790,,,
HasTopic,,,,1513662032452523252,,728,,,
Author,346401281431409585,,,1114502034902546550,,,,,
Sale,625034676218929764,31731125348173249,,,,13098211,8/14/2018,,
HasTopic,,,,1055033486001603535,,247797,,,
HasOrg,,,,,639593259501530220,7569568,,,
Sale,924721144690131843,100401459222237132,,,,146,10/5/2018,,
Includes,,,1314315120197156050,241612738611320254,,,,,
Includes,,,1372844135435303981,1060309546214304182,,,,,
Author,39325704617739133,,,394352063214255261,,,,,
Author,1276204392516224975,,,,426261506651450656,,,,
Includes,,,1615340315424362057,730659056743125659,,,,,
Includes,,,565733832133342431,996513151205282246,,,,,
HasTopic,,,,1513662032452523252,,466439,,,
HasTopic,,,,610632535520533707,,220869,,,
HasTopic,,,,,1433303251800176474,7817,,,
Includes,,,1615340315424362057,1191446701255665955,,,,,
HasTopic,,,,,1433303251800176474,598435,,,
Author,817439218552611622,,,527407626398459111,,,,,
Includes,,,869745302967338810,705405857607435952,,,,,
Sale,250524811602286661,145733418621423340,,,,,7/27/2018,,
HasTopic,,,,1611943845151076252,,123705,,,
HasTopic,,,,1209342585680609487,,179057,,,
HasTopic,,,,1567365443431158000,,4224,,,
HasTopic,,,,527407626398459111,,33829,,,
HasTopic,,,,679721048351950362,,151287,,,
Sale,765845822584354882,594874781813261396,,,,238053,8/15/2018,,
HasTopic,,,,1114502034902546550,,7252790,,,
HasTopic,,,,1191446701255665955,,9420,,,
HasTopic,,,,1054211253526041632,,2298921,,,
HasOrg,,,,,639593259501530220,861548,,,
HasTopic,,,1314315120197156050,,,12796,,,
HasTopic,,,,1209342585680609487,,771572,,,
HasTopic,,,,,639593259501530220,787045,,,
Includes,,,1615340315424362057,1055033486001603535,,,,,
Includes,,,1615340315424362057,744050462705530514,,,,,
HasTopic,,,,1027391951192717347,,5351259,,,
Author,1635215552062444021,,,,639593259501530220,,,,
Includes,,,1372844135435303981,215089625801416613,,,,,
HasTopic,,,,84295014231628064,,478798,,,
HasTopic,,,,,1433303251800176474,828749,,,
HasTopic,,,,818114433937955570,,484105,,,
HasTopic,,,,,639593259501530220,8849,,,
Author,72665528345093110,,,1451092413261528372,,,,,
HasTopic,,,,730659056743125659,,35120,,,
HasTopic,,,,1114502034902546550,,8856932,,,
HasTopic,,,,,639593259501530220,49085,,,
Author,208411288512434105,,,1513662032452523252,,,,,
Includes,,,1615340315424362057,1553547443642141359,,,,,
Author,735243266472522113,,,1209342585680609487,,,,,
HasTopic,,,,996513151205282246,,1498321,,,
HasTopic,,,,1191446701255665955,,185785,,,
Sale,1417470925014572453,1263256310526499146,,,,2456959,10/5/2018,,
Author,911343623506815985,,,648532001209826135,,,,,
Author,910075513854877065,,,,102583151124020340,,,,
HasTopic,,,,441428674133413491,,2006324,,,
HasTopic,,,15133734353741126,,,189756,,,
Sale,642852658395373651,410938596371648569,,,,38695,7/28/2018,,
HasTopic,,,,1553547443642141359,,285547,,,
Includes,,,1615340315424362057,84295014231628064,,,,,
HasTopic,,,,1083645618205541900,,178706,,,
Sale,1210372354638017111,508335620321665350,,,,,10/8/2018,,
HasTopic,,,,996513151205282246,,46744,,,
HasTopic,,,,394352063214255261,,732934,,,
HasTopic,,,,1451092413261528372,,4116214,,,
Author,213091544518159643,,,,426261506651450656,,,,
HasTopic,,,,1567365443431158000,,196431,,,
HasTopic,,,,1567365443431158000,,37144,,,
Author,876485964536385427,,,778164812544303241,,,,,
HasOrg,,,,,426261506651450656,49088,,,
HasTopic,,,,1483555911382243843,,473743,,,
HasTopic,,,,1616126644135451143,,1318295,,,
Author,883640280193557352,,,84295014231628064,,,,,
HasTopic,,,,308055371548158820,,708245,,,
Author,1152154393525086310,,,443011564966490962,,,,,
HasTopic,,,,1114502034902546550,,46744,,,
Sale,445439512605506209,61505326640736713,,,,,8/2/2018,,
Author,842652402732741813,,,,1433303251800176474,,,,
HasTopic,,,,,1433303251800176474,131191,,,
HasTopic,,,,1611943845151076252,,11707,,,
Author,1621213924626344388,,,,426261506651450656,,,,
Sale,1384543840122438323,364144717361368515,,,,177,7/29/2018,,
HasTopic,,,,534824947453705510,,83267,,,
Includes,,,1314315120197156050,1567365443431158000,,,,,
Author,696654702136225412,,,462909183311043388,,,,,
Author,1150912068341963419,,,215089625801416613,,,,,
Author,1128320531043878633,,,,639593259501530220,,,,
Author,134224125330401701,,,264222459574523105,,,,,
HasTopic,,,,850535205307089982,,1920566,,,
Sale,820045593370167099,1549574200574396664,,,,1420,8/16/2018,,
Includes,,,1372844135435303981,1209342585680609487,,,,,
HasTopic,,,,1611943845151076252,,119380,,,
HasTopic,,,,84295014231628064,,23444,,,
HasTopic,,,,359387609229331574,,1578,,,
HasTopic,,,869745302967338810,,,11299,,,
HasOrg,,,,,102583151124020340,304878,,,
Includes,,,1314315120197156050,778164812544303241,,,,,
Includes,,,1372844135435303981,550991096516358338,,,,,
Includes,,,1372844135435303981,625375362050355621,,,,,
Author,545522325364121153,,,850535205307089982,,,,,
Author,1550615795601788353,,,,426261506651450656,,,,
HasTopic,,,,1042722514115814455,,11299,,,
