Publication,,,,,554506531444645925,,12/15/2013,,
Publication,,,,,954333994946359302,,11/6/2013,,
Publication,,,,,151719636113613051,,1/1/2014,,
Publication,,,,,708129372633353124,,2/1/2014,,
Publication,,,,,920702395401384153,,10/1/2014,,
Publication,,,,,91748537183657893,,12/1/2014,,
Publication,,,,,1589648044119585374,,10/2/2014,,
Publication,,,,,511831401401706741,,1/1/2013,,
Publication,,,,,455139294456324360,,3/1/2013,,
Publication,,,,,248089745628242201,,1/15/2015,,
Publication,,,,,633788354005203459,,1/1/2014,,
Publication,,,,,692657211135304100,,1/1/2015,,
Publication,,,,,1262680045724451909,,8/8/2018,,
Publication,,,,,834189857714386130,,2/6/2018,,
Publication,,,,,1134642480468330173,,9/1/2013,,
Publication,,,,,530472533737117954,,1/1/2018,,
Publication,,,,,1483042641336690780,,1/1/2014,,
Publication,,,,,1156435129339855633,,8/25/2015,,
Publication,,,,,433728721519925591,,1/4/2017,,
Publication,,,,,408256432505523464,,11/1/2013,,
Publication,,,,,391134252084561345,,1/1/2017,,
Publication,,,,,1215110265264164470,,10/15/2014,,
Publication,,,,,1120075482544780713,,12/1/2016,,
Publication,,,,,514356192703015242,,3/1/2017,,
Publication,,,,,942022885373750044,,11/1/2017,,
Publication,,,,,341814835973659176,,8/1/2017,,
Publication,,,,,1519111707464370825,,7/1/2016,,
Publication,,,,,157432519343669725,,9/1/2015,,
Publication,,,,,1050517504596155455,,4/1/2017,,
Publication,,,,,236430389245031529,,3/6/2015,,
Publication,,,,,1316081154532324092,,3/1/2013,,
Publication,,,,,1499545278582446145,,1/1/2014,,
Publication,,,,,243639114384933459,,12/1/2013,,
Publication,,,,,1304428725664516237,,10/9/2013,,
Publication,,,,,701421722920288207,,6/7/2016,,
Publication,,,,,1173037453552436481,,6/1/2017,,
Publication,,,,,1585193111417649167,,2/1/2016,,
Publication,,,,,334149588379779141,,1/1/2014,,
Publication,,,,,1129820875764571922,,1/1/2018,,
Publication,,,,,265508542147142022,,11/2/2014,,
Publication,,,,,778923756305624115,,3/10/2014,,
Publication,,,,,911290845024250105,,2/1/2016,,
Publication,,,,,639593259501530220,,6/1/2016,,
Publication,,,,,1111420083545148170,,12/22/2017,,
Publication,,,,,518352543481412228,,5/1/2013,,
Publication,,,,,172744821559944809,,5/23/2016,,
Publication,,,,,85706350860365326,,11/1/2016,,
Publication,,,,,1309252115801772423,,1/1/2019,,
Publication,,,,,816463552645282332,,1/1/2019,,
Publication,,,,,953865517933056239,,8/1/2016,,
Publication,,,,,1296326750570192610,,1/1/2014,,
Publication,,,,,841214612643262444,,1/1/2017,,
Publication,,,,,445341351326743491,,8/1/2016,,
Publication,,,,,364326945756139501,,5/6/2016,,
Publication,,,,,1370935333400250229,,1/1/2019,,
Publication,,,,,265859256351129100,,6/30/2014,,
Publication,,,,,1160489305236357580,,3/15/2015,,
Publication,,,,,1525860854244089309,,1/1/2014,,
Publication,,,,,805941264185555920,,7/1/2016,,
Publication,,,,,1205464105008651125,,1/1/2019,,
Publication,,,,,1110681091078144174,,4/9/2014,,
Publication,,,,,1367655248427253165,,4/21/2018,,
Publication,,,,,1568451351280245710,,1/1/2018,,
Publication,,,,,25634160884904534,,1/1/2018,,
Publication,,,,,528319227647225453,,6/1/2012,,
Publication,,,,,1406420753055981375,,1/1/2009,,
Publication,,,,,396229449434505810,,1/1/2009,,
Publication,,,,,853090802163956280,,1/1/2012,,
Publication,,,,,1321453133231175114,,5/1/2016,,
Publication,,,,,411156565811335955,,5/3/2016,,
Publication,,,,,1065493201224542466,,1/1/2018,,
Publication,,,,,390157562056322175,,2/1/2013,,
Publication,,,,,1403531120230982133,,7/30/2015,,
Publication,,,,,122632636019124892,,1/1/2015,,
Publication,,,,,1564552423544312042,,2/1/2011,,
Publication,,,,,363647912045589132,,3/1/2011,,
Publication,,,,,765426113091310440,,1/1/2018,,
Publication,,,,,1585317770407570207,,6/24/2018,,
Publication,,,,,687143789358305145,,2/1/2015,,
Publication,,,,,533505421142334622,,10/4/2016,,
Publication,,,,,1433303251800176474,,1/1/2014,,
Publication,,,,,1154531961142268436,,4/1/2012,,
Publication,,,,,1306115322212900561,,1/1/2008,,
Publication,,,,,928214597536271245,,5/24/2012,,
Publication,,,,,261296096489882207,,10/20/2018,,
Publication,,,,,537130728515104726,,9/1/2012,,
Publication,,,,,159143439256230284,,11/1/2018,,
Publication,,,,,1085627502613163180,,7/1/2008,,
Publication,,,,,285124945065642244,,1/1/2016,,
Publication,,,,,1146406124502132324,,1/10/2012,,
Publication,,,,,536365088144704259,,1/1/2014,,
Publication,,,,,837078540211484510,,4/1/2012,,
Publication,,,,,1459916157274225055,,12/26/2018,,
Publication,,,,,738337532550620427,,9/1/2017,,
Publication,,,,,933444300124553412,,1/1/2017,,
Publication,,,,,963351312471245453,,3/1/2015,,
Publication,,,,,1429640577255838637,,3/1/2019,,
Publication,,,,,1414651773918692115,,3/30/2012,,
Publication,,,,,1560248309392816234,,7/1/2008,,
Publication,,,,,872226029106231342,,9/1/2018,,
Publication,,,,,1527259957932607804,,1/1/2016,,
Publication,,,,,853559154406271532,,4/1/2010,,
Publication,,,,,615284931126005182,,1/1/2014,,
Publication,,,,,1652811055020272471,,5/1/2019,,
Publication,,,,,24521243038313871,,1/1/2013,,
Publication,,,,,220516314640512225,,1/1/2016,,
Publication,,,,,724273672086535187,,6/1/2017,,
Publication,,,,,843095764630773605,,7/1/2014,,
Publication,,,,,1159081544332939113,,10/15/2012,,
Publication,,,,,604835525517204105,,1/1/2016,,
Publication,,,,,1280951207559168450,,9/1/2010,,
Publication,,,,,540629725515066551,,1/1/2010,,
Publication,,,,,1531017557711784723,,1/1/2011,,
Publication,,,,,1059300068140049989,,4/1/2019,,
Publication,,,,,482990108942443787,,11/4/2010,,
Publication,,,,,1482789524903718549,,1/1/2014,,
Publication,,,,,1134551336233902040,,1/1/2016,,
Publication,,,,,953214840554201641,,1/1/2015,,
Publication,,,,,1636492158250128080,,1/1/2011,,
Publication,,,,,715258240439340931,,5/1/2019,,
Publication,,,,,100156279686543465,,1/1/2010,,
Publication,,,,,525533534074213263,,10/1/2011,,
Publication,,,,,352253501612976535,,1/1/2015,,
Publication,,,,,236159544523914731,,1/1/2019,,
Publication,,,,,344283583010423430,,9/20/2014,,
Publication,,,,,55239643230480434,,4/1/2018,,
Publication,,,,,586342704622173441,,1/1/2014,,
Publication,,,,,1130453338036605170,,3/1/2017,,
Publication,,,,,815312896408153743,,3/1/2011,,
Publication,,,,,1200759134119599043,,12/1/2018,,
Publication,,,,,62054202928683118,,2/15/2019,,
Publication,,,,,1201275121483961451,,4/1/2018,,
Publication,,,,,193059520824652433,,5/22/2014,,
Publication,,,,,934114576516125004,,11/1/2018,,
Publication,,,,,1031918029137332240,,1/1/2017,,
Publication,,,,,957225212441025543,,1/1/2014,,
Publication,,,,,119432710104246383,,1/1/2008,,
Publication,,,,,1071461552407253433,,11/28/2017,,
Publication,,,,,259912243118117138,,1/1/2014,,
Publication,,,,,923569491481218474,,1/1/2013,,
Publication,,,,,419325163832055443,,10/1/2009,,
Publication,,,,,350257228637280768,,1/1/2012,,
Publication,,,,,132554558073499605,,1/1/2010,,
Publication,,,,,426261506651450656,,9/1/2012,,
Publication,,,,,903483869531566547,,4/1/2016,,
Publication,,,,,1345822553505180908,,8/1/2013,,
Publication,,,,,1571812927480894744,,4/16/2009,,
Publication,,,,,1091481045397655353,,11/6/2017,,
Publication,,,,,1529383232239492787,,7/12/2016,,
Publication,,,,,1442036432508059559,,1/20/2009,,
Publication,,,,,1009376346249523864,,6/1/2018,,
Publication,,,,,55829218602936150,,11/1/2013,,
Publication,,,,,1574190859092159891,,1/1/2015,,
Publication,,,,,1332603359109218366,,6/8/2015,,
Publication,,,,,111210991108434051,,1/1/2019,,
Publication,,,,,270924310430434829,,1/1/2017,,
Publication,,,,,840136061243360157,,1/1/2011,,
Publication,,,,,1425516907351276617,,11/1/2019,,
Publication,,,,,1542834430065923762,,1/5/2015,,
Publication,,,,,692546226252483058,,1/1/2014,,
Publication,,,,,633125865750012215,,1/1/2017,,
Publication,,,,,220665475232888373,,9/1/2008,,
Publication,,,,,1152527252152543347,,1/1/2012,,
Publication,,,,,1419109241450455650,,11/27/2017,,
Publication,,,,,614171132452990906,,10/1/2011,,
Publication,,,,,1328811625559945642,,1/1/2012,,
Publication,,,,,502054950793265541,,10/1/2009,,
Publication,,,,,113432404327535239,,11/9/2011,,
Publication,,,,,514504757162257144,,3/16/2011,,
Publication,,,,,910855940700617434,,11/12/2015,,
Publication,,,,,977645824081477325,,1/1/2019,,
Publication,,,,,1358288952231946453,,3/31/2017,,
Publication,,,,,1020940449722627580,,1/1/2019,,
Publication,,,,,702741311357040807,,3/1/2008,,
Publication,,,,,831718551683895550,,1/1/2015,,
Publication,,,,,1111275411329271234,,2/15/2011,,
Publication,,,,,833188561320242538,,8/1/2019,,
Publication,,,,,1661876034060285502,,12/6/2019,,
Publication,,,,,894682235101071170,,2/1/2010,,
Publication,,,,,409004525386362819,,11/14/2019,,
Publication,,,,,129550057928952461,,7/1/2011,,
Publication,,,,,1433552988444003430,,8/1/2016,,
Publication,,,,,241108622625904251,,1/1/2009,,
Publication,,,,,527455329234207462,,1/1/2010,,
Publication,,,,,1561553934778315392,,1/1/2019,,
Publication,,,,,154762200118122210,,8/27/2013,,
Publication,,,,,1049450710512116920,,7/1/2010,,
Publication,,,,,1010547044347133872,,2/1/2019,,
Publication,,,,,623185704985196653,,3/1/2014,,
Publication,,,,,858323136041146261,,2/1/2015,,
Publication,,,,,663794918747596563,,1/31/2008,,
Publication,,,,,632211812882380385,,10/1/2017,,
Publication,,,,,155227853602772331,,8/1/2018,,
Publication,,,,,1528444584420255452,,9/12/2017,,
Publication,,,,,619114339821252901,,9/1/2017,,
Publication,,,,,1227545142802043043,,2/1/2016,,
Publication,,,,,1211529802552144039,,9/1/2018,,
Publication,,,,,882535411198432517,,12/1/2014,,
Publication,,,,,1502101130422383482,,1/1/2010,,
Publication,,,,,1133504793705646454,,1/3/2015,,
Publication,,,,,671223210711930693,,11/13/2017,,
Publication,,,,,1477321941034059571,,4/1/2019,,
Publication,,,,,1421473535633155943,,5/1/2010,,
Publication,,,,,220355959301206437,,3/21/2017,,
Publication,,,,,611440354783843663,,10/1/2018,,
Publication,,,,,742533312384317974,,12/1/2015,,
Publication,,,,,591532517594292197,,12/1/2017,,
Publication,,,,,126467633489149475,,5/1/2015,,
Publication,,,,,783163802604441391,,1/1/2017,,
Publication,,,,,1146424619581813309,,6/1/2017,,
Publication,,,,,544558673816400142,,3/1/2015,,
Publication,,,,,1354210280407907898,,9/1/2013,,
Publication,,,,,661126147412372123,,1/1/2013,,
Publication,,,,,16578223365718410,,4/22/2016,,
Publication,,,,,427112301324059383,,1/1/2015,,
Publication,,,,,1326171944271184706,,8/1/2013,,
Publication,,,,,1325219224307314392,,1/1/2020,,
Publication,,,,,1413282796311551160,,1/1/2017,,
Publication,,,,,151680138316064688,,5/1/2009,,
Publication,,,,,711402477542448518,,7/1/2016,,
Publication,,,,,733130553364540445,,12/1/2014,,
Publication,,,,,252434419051662225,,3/1/2013,,
Publication,,,,,1404352647621014025,,1/1/2016,,
Publication,,,,,457124922397034680,,2/1/2017,,
Publication,,,,,1629798445096845132,,1/1/2010,,
Publication,,,,,1073461660433271904,,8/1/2010,,
Publication,,,,,543882844872360015,,10/1/2010,,
Publication,,,,,1401453936314401100,,12/30/2016,,
Publication,,,,,1165584111931930960,,8/6/2008,,
Publication,,,,,608470242517922411,,2/1/2015,,
Publication,,,,,520685370446540864,,3/1/2014,,
ForumEvent,,,1372844135435303981,1651365355351122204,,,1/7/2019,,
ForumEvent,,,1615340315424362057,280589321459370154,,,1/1/2018,,
ForumEvent,,,1615340315424362057,1299490164397973755,,,1/1/2018,,
ForumEvent,,,1615340315424362057,955592801658430496,,,1/1/2018,,
ForumEvent,,,1615340315424362057,155931719245517063,,,1/2/2018,,
ForumEvent,,,1615340315424362057,1531660299191326106,,,1/2/2018,,
ForumEvent,,,1615340315424362057,814136611460038320,,,1/3/2018,,
ForumEvent,,,1615340315424362057,170990362250131572,,,1/3/2018,,
ForumEvent,,,1615340315424362057,125351271886743525,,,1/3/2018,,
ForumEvent,,,1615340315424362057,821112427570632131,,,1/4/2018,,
ForumEvent,,,1615340315424362057,396231602656237319,,,1/4/2018,,
ForumEvent,,,1615340315424362057,673293879847814026,,,1/4/2018,,
ForumEvent,,,1615340315424362057,736308039026453642,,,1/5/2018,,
ForumEvent,,,1615340315424362057,185214176591342240,,,1/5/2018,,
ForumEvent,,,1615340315424362057,1303128545942542705,,,1/6/2018,,
ForumEvent,,,1615340315424362057,251421260413660641,,,1/6/2018,,
ForumEvent,,,1615340315424362057,708450832303282435,,,1/7/2018,,
ForumEvent,,,1615340315424362057,1126144959017662136,,,1/7/2018,,
ForumEvent,,,1615340315424362057,159340881542114850,,,1/8/2018,,
ForumEvent,,,1615340315424362057,1027514353195555341,,,1/8/2018,,
ForumEvent,,,1615340315424362057,175651594314152210,,,1/8/2018,,
ForumEvent,,,1615340315424362057,234544402863621581,,,1/9/2018,,
ForumEvent,,,1615340315424362057,1248722441155881710,,,1/9/2018,,
ForumEvent,,,1615340315424362057,707079221723431949,,,1/10/2018,,
ForumEvent,,,1615340315424362057,755749421035909020,,,1/10/2018,,
ForumEvent,,,1615340315424362057,635028113515491506,,,1/10/2018,,
ForumEvent,,,1615340315424362057,585900771296444400,,,1/11/2018,,
ForumEvent,,,1615340315424362057,1597447954377183310,,,1/11/2018,,
ForumEvent,,,1615340315424362057,933299857653532908,,,1/11/2018,,
ForumEvent,,,1615340315424362057,1152320186414491347,,,1/12/2018,,
ForumEvent,,,1615340315424362057,1561206628428143073,,,1/12/2018,,
ForumEvent,,,1615340315424362057,1544164587430216331,,,1/13/2018,,
ForumEvent,,,1615340315424362057,192723494403018219,,,1/13/2018,,
ForumEvent,,,1615340315424362057,193321513492008463,,,1/14/2018,,
ForumEvent,,,1615340315424362057,1080699385441423804,,,1/14/2018,,
ForumEvent,,,1615340315424362057,183172073920775044,,,1/15/2018,,
ForumEvent,,,1615340315424362057,267414343263299160,,,1/15/2018,,
ForumEvent,,,1615340315424362057,629558433012751132,,,1/15/2018,,
ForumEvent,,,1615340315424362057,1355852486954199128,,,1/16/2018,,
ForumEvent,,,1615340315424362057,1436111782322094131,,,1/16/2018,,
ForumEvent,,,1615340315424362057,1586137456755165326,,,1/17/2018,,
ForumEvent,,,1615340315424362057,1351144639319526025,,,1/17/2018,,
ForumEvent,,,1615340315424362057,581163074520452425,,,1/17/2018,,
ForumEvent,,,1615340315424362057,776272415636629649,,,1/18/2018,,
ForumEvent,,,1615340315424362057,812637313466126998,,,1/18/2018,,
ForumEvent,,,1615340315424362057,427312071528443170,,,1/18/2018,,
ForumEvent,,,1615340315424362057,219308242871623239,,,1/19/2018,,
ForumEvent,,,1615340315424362057,275691820652602625,,,1/19/2018,,
ForumEvent,,,1615340315424362057,1105191920552511684,,,1/19/2018,,
ForumEvent,,,1615340315424362057,1048661653957351646,,,1/20/2018,,
ForumEvent,,,1615340315424362057,1062753252028020849,,,1/20/2018,,
ForumEvent,,,1615340315424362057,795422289222291861,,,1/21/2018,,
ForumEvent,,,1615340315424362057,1143764561616219330,,,1/21/2018,,
ForumEvent,,,1615340315424362057,1477010959314860674,,,1/22/2018,,
ForumEvent,,,1615340315424362057,194042603452544854,,,1/22/2018,,
ForumEvent,,,1615340315424362057,1443357857065936467,,,1/22/2018,,
ForumEvent,,,1615340315424362057,1423435431740470464,,,1/23/2018,,
ForumEvent,,,1615340315424362057,1387164084345338336,,,1/23/2018,,
ForumEvent,,,1615340315424362057,1445957483805700127,,,1/23/2018,,
ForumEvent,,,1615340315424362057,238437161322388642,,,1/24/2018,,
ForumEvent,,,1615340315424362057,857521100729489634,,,1/24/2018,,
ForumEvent,,,1615340315424362057,612325292747168464,,,1/24/2018,,
ForumEvent,,,1615340315424362057,1161053289243264771,,,1/25/2018,,
ForumEvent,,,1615340315424362057,487805936535205207,,,1/25/2018,,
ForumEvent,,,1615340315424362057,1445563531640952310,,,1/26/2018,,
ForumEvent,,,1615340315424362057,153142399131383828,,,1/26/2018,,
ForumEvent,,,1615340315424362057,1514930846550527911,,,1/26/2018,,
ForumEvent,,,1615340315424362057,1135517497645781707,,,1/27/2018,,
ForumEvent,,,1615340315424362057,430617927490830500,,,1/27/2018,,
ForumEvent,,,1615340315424362057,1335120447722237322,,,1/28/2018,,
ForumEvent,,,1615340315424362057,83651483855054611,,,1/28/2018,,
ForumEvent,,,1615340315424362057,645060261840400054,,,1/29/2018,,
ForumEvent,,,1615340315424362057,564562537029015079,,,1/29/2018,,
ForumEvent,,,1615340315424362057,1143132294162565445,,,1/29/2018,,
ForumEvent,,,1615340315424362057,204601302306377836,,,1/30/2018,,
ForumEvent,,,1615340315424362057,1239530009198344134,,,1/30/2018,,
ForumEvent,,,1615340315424362057,981779238261140343,,,1/30/2018,,
ForumEvent,,,1615340315424362057,1043313164205426436,,,1/31/2018,,
ForumEvent,,,15133734353741126,1115230624309225384,,,1/1/2018,,
ForumEvent,,,15133734353741126,952329341257949347,,,1/3/2018,,
ForumEvent,,,15133734353741126,313092664532161315,,,1/4/2018,,
ForumEvent,,,1372844135435303981,1060309546214304182,,,1/3/2018,,
ForumEvent,,,15133734353741126,760410074002214744,,,1/9/2018,,
ForumEvent,,,15133734353741126,259307937015628955,,,1/11/2018,,
ForumEvent,,,15133734353741126,37604749354334804,,,1/13/2018,,
ForumEvent,,,15133734353741126,1233983458288610419,,,1/15/2018,,
ForumEvent,,,15133734353741126,438554305946203715,,,1/17/2018,,
ForumEvent,,,15133734353741126,834742350781350823,,,1/19/2018,,
ForumEvent,,,15133734353741126,1449021191301288124,,,1/22/2018,,
ForumEvent,,,15133734353741126,333859514136114202,,,1/24/2018,,
ForumEvent,,,15133734353741126,41597305944756432,,,1/26/2018,,
ForumEvent,,,15133734353741126,1355761171244144349,,,1/29/2018,,
ForumEvent,,,15133734353741126,609593114123529694,,,1/31/2018,,
ForumEvent,,,1372844135435303981,670394206301232262,,,1/1/2018,,
ForumEvent,,,1372844135435303981,1651002214272534342,,,1/2/2018,,
ForumEvent,,,1372844135435303981,82112464507235997,,,1/3/2018,,
ForumEvent,,,1372844135435303981,433402461012492390,,,1/4/2018,,
ForumEvent,,,1372844135435303981,764094910154349562,,,1/4/2018,,
ForumEvent,,,1372844135435303981,604621500225464563,,,1/6/2018,,
ForumEvent,,,1372844135435303981,1313121201520842742,,,1/7/2018,,
ForumEvent,,,1372844135435303981,932362105613871012,,,1/8/2018,,
ForumEvent,,,1372844135435303981,1083645618205541900,,,1/8/2018,,
ForumEvent,,,1372844135435303981,1322427162295312940,,,1/9/2018,,
ForumEvent,,,1372844135435303981,1311128229819113341,,,1/10/2018,,
ForumEvent,,,1372844135435303981,1209342585680609487,,,1/10/2018,,
ForumEvent,,,1372844135435303981,1215644430552293931,,,1/11/2018,,
ForumEvent,,,1372844135435303981,1622316825323911391,,,1/12/2018,,
ForumEvent,,,1372844135435303981,227338036565651123,,,1/14/2018,,
ForumEvent,,,1372844135435303981,159293515952333407,,,1/15/2018,,
ForumEvent,,,1372844135435303981,922645814543242511,,,1/16/2018,,
ForumEvent,,,1372844135435303981,835459096171549452,,,1/17/2018,,
ForumEvent,,,1372844135435303981,1381290337325241826,,,1/18/2018,,
ForumEvent,,,1372844135435303981,244561133952791301,,,1/19/2018,,
ForumEvent,,,1372844135435303981,400375705002545016,,,1/20/2018,,
ForumEvent,,,1372844135435303981,1264375235636160181,,,1/21/2018,,
ForumEvent,,,1372844135435303981,331832333301257704,,,1/22/2018,,
ForumEvent,,,1372844135435303981,1192073139426705505,,,1/23/2018,,
ForumEvent,,,1372844135435303981,643230761554724091,,,1/24/2018,,
ForumEvent,,,1372844135435303981,308530575155181022,,,1/25/2018,,
ForumEvent,,,1372844135435303981,104036032121773250,,,1/25/2018,,
ForumEvent,,,1372844135435303981,1055571013055463643,,,1/26/2018,,
ForumEvent,,,1372844135435303981,971510725122864173,,,1/28/2018,,
ForumEvent,,,1372844135435303981,791836341916033358,,,1/30/2018,,
ForumEvent,,,565733832133342431,181013208771453161,,,1/4/2018,,
ForumEvent,,,565733832133342431,141137871162207272,,,1/13/2018,,
ForumEvent,,,565733832133342431,74556102234241333,,,1/23/2018,,
ForumEvent,,,1314315120197156050,1451962326243349902,,,12/31/2017,,
ForumEvent,,,1314315120197156050,415649464835065603,,,1/2/2018,,
ForumEvent,,,1314315120197156050,555433032467449654,,,1/5/2018,,
ForumEvent,,,1314315120197156050,169125032690525145,,,1/7/2018,,
ForumEvent,,,1314315120197156050,963906956541504184,,,1/9/2018,,
ForumEvent,,,1314315120197156050,1354635941324366254,,,1/11/2018,,
ForumEvent,,,1314315120197156050,1553195518063613211,,,1/13/2018,,
ForumEvent,,,1314315120197156050,246005523234045311,,,1/15/2018,,
ForumEvent,,,1314315120197156050,928424022872213559,,,1/18/2018,,
ForumEvent,,,1314315120197156050,249335284836265833,,,1/19/2018,,
ForumEvent,,,1314315120197156050,1123055423341507764,,,1/20/2018,,
ForumEvent,,,1314315120197156050,329572508523465436,,,1/22/2018,,
ForumEvent,,,1314315120197156050,790401167225934340,,,1/23/2018,,
ForumEvent,,,1314315120197156050,754983663365883574,,,1/24/2018,,
ForumEvent,,,1314315120197156050,1243083226659223822,,,1/25/2018,,
ForumEvent,,,1314315120197156050,1216153425716053461,,,1/26/2018,,
ForumEvent,,,1314315120197156050,1242432865485727106,,,1/28/2018,,
ForumEvent,,,1314315120197156050,1515386144915395354,,,1/29/2018,,
ForumEvent,,,1314315120197156050,331116245361658673,,,1/30/2018,,
ForumEvent,,,1314315120197156050,712222417994963692,,,1/31/2018,,
ForumEvent,,,1040437236245414809,1402131848505303592,,,1/12/2018,,
ForumEvent,,,451888058015735870,368435022085853114,,,1/1/2018,,
ForumEvent,,,451888058015735870,1253095827448160104,,,1/23/2018,,
ForumEvent,,,254347350613723281,554234911009985689,,,1/8/2018,,
ForumEvent,,,851350143155248158,1572119053112313193,,,1/1/2018,,
ForumEvent,,,555784630220125214,1494437944243151104,,,1/8/2018,,
ForumEvent,,,555784630220125214,682233342523220750,,,1/23/2018,,
ForumEvent,,,353365307219544531,1525765014427243242,,,1/2/2018,,
ForumEvent,,,353365307219544531,232141841050799453,,,1/7/2018,,
ForumEvent,,,353365307219544531,264811631441493545,,,1/10/2018,,
ForumEvent,,,353365307219544531,537383266263546830,,,1/13/2018,,
ForumEvent,,,353365307219544531,1566201280650045023,,,1/18/2018,,
ForumEvent,,,353365307219544531,660302844093220592,,,1/22/2018,,
ForumEvent,,,353365307219544531,1495534068515134751,,,1/25/2018,,
ForumEvent,,,353365307219544531,187304186341599243,,,1/28/2018,,
ForumEvent,,,817570614729612563,1273004524354603624,,,1/7/2018,,
ForumEvent,,,1222966301068614432,628594112742080315,,,1/5/2018,,
ForumEvent,,,1222966301068614432,223905231745175302,,,1/16/2018,,
ForumEvent,,,1222966301068614432,1220525603692800133,,,1/23/2018,,
ForumEvent,,,1222966301068614432,852135334400194039,,,1/31/2018,,
ForumEvent,,,442231451428861295,1342854132627627971,,,1/16/2018,,
ForumEvent,,,188043543797416114,1035247406655960382,,,1/17/2018,,
ForumEvent,,,1615340315424362057,580153759532236534,,,1/31/2018,,
ForumEvent,,,1615340315424362057,287329395103525167,,,2/1/2018,,
ForumEvent,,,1615340315424362057,1418273440587444460,,,2/1/2018,,
ForumEvent,,,1615340315424362057,1554393186652274450,,,2/1/2018,,
ForumEvent,,,1615340315424362057,723661593420771606,,,2/2/2018,,
ForumEvent,,,1615340315424362057,1471094248646162362,,,2/2/2018,,
ForumEvent,,,1615340315424362057,1235234112643822781,,,2/3/2018,,
ForumEvent,,,1615340315424362057,354346124408452247,,,2/3/2018,,
ForumEvent,,,1615340315424362057,258284159605516562,,,2/3/2018,,
ForumEvent,,,1615340315424362057,936510708469553312,,,2/4/2018,,
ForumEvent,,,1615340315424362057,729363284102507602,,,2/4/2018,,
ForumEvent,,,1615340315424362057,284534324116414509,,,2/5/2018,,
ForumEvent,,,1615340315424362057,411313703041508882,,,2/5/2018,,
ForumEvent,,,1615340315424362057,581245094385010237,,,2/6/2018,,
ForumEvent,,,1615340315424362057,1045232111833784307,,,2/6/2018,,
ForumEvent,,,1615340315424362057,1472113219438035928,,,2/6/2018,,
ForumEvent,,,1615340315424362057,1294089068126632544,,,2/7/2018,,
ForumEvent,,,1615340315424362057,51875578462626124,,,2/7/2018,,
ForumEvent,,,1615340315424362057,1074258403470335772,,,2/7/2018,,
ForumEvent,,,1615340315424362057,413874328600054724,,,2/8/2018,,
ForumEvent,,,1615340315424362057,1250329542124902041,,,2/8/2018,,
