#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
ForumEvent,,,15133734353741126,41597305944756432,,,1/26/2018,,
ForumEvent,,,1372844135435303981,932362105613871012,,,1/8/2018,,
ForumEvent,,,1372844135435303981,1083645618205541900,,,1/8/2018,,
ForumEvent,,,1372844135435303981,1209342585680609487,,,1/10/2018,,
ForumEvent,,,1372844135435303981,244561133952791301,,,1/19/2018,,
ForumEvent,,,1372844135435303981,791836341916033358,,,1/30/2018,,
ForumEvent,,,1314315120197156050,1553195518063613211,,,1/13/2018,,
ForumEvent,,,1314315120197156050,1242432865485727106,,,1/28/2018,,
ForumEvent,,,555784630220125214,682233342523220750,,,1/23/2018,,
ForumEvent,,,1222966301068614432,628594112742080315,,,1/5/2018,,
ForumEvent,,,1615340315424362057,723661593420771606,,,2/2/2018,,
ForumEvent,,,1615340315424362057,1045232111833784307,,,2/6/2018,,
ForumEvent,,,1615340315424362057,160390153812041320,,,2/9/2018,,
ForumEvent,,,1615340315424362057,1553547443642141359,,,2/13/2018,,
ForumEvent,,,1615340315424362057,1156056093752318142,,,2/16/2018,,
ForumEvent,,,1615340315424362057,1450556491753738493,,,2/20/2018,,
ForumEvent,,,1615340315424362057,289311351540322170,,,2/22/2018,,
ForumEvent,,,1615340315424362057,502123933634433153,,,2/25/2018,,
ForumEvent,,,353365307219544531,884687395559836908,,,2/1/2018,,
ForumEvent,,,1314315120197156050,1123664194553439146,,,2/4/2018,,
ForumEvent,,,1314315120197156050,927204842241964419,,,2/16/2018,,
ForumEvent,,,1314315120197156050,62061704632661942,,,2/21/2018,,
ForumEvent,,,1314315120197156050,1324113140944623968,,,2/26/2018,,
ForumEvent,,,1372844135435303981,308055371548158820,,,2/5/2018,,
ForumEvent,,,1372844135435303981,261331735556144084,,,2/15/2018,,
ForumEvent,,,1372844135435303981,1571093388625721523,,,2/27/2018,,
ForumEvent,,,15133734353741126,1515234015381955211,,,2/18/2018,,
ForumEvent,,,1222966301068614432,1659051183723962222,,,2/3/2018,,
ForumEvent,,,254347350613723281,1306840080505160239,,,2/3/2018,,
ForumEvent,,,1314315120197156050,907543892742533420,,,2/28/2018,,
ForumEvent,,,1314315120197156050,1274123493982160696,,,3/6/2018,,
ForumEvent,,,1314315120197156050,796454306468249025,,,3/12/2018,,
ForumEvent,,,1314315120197156050,949905126454455157,,,3/19/2018,,
ForumEvent,,,1314315120197156050,241612738611320254,,,3/23/2018,,
ForumEvent,,,1314315120197156050,1652151414463306181,,,3/28/2018,,
ForumEvent,,,1615340315424362057,1371646520842497674,,,3/1/2018,,
ForumEvent,,,1615340315424362057,1554180502876272364,,,3/3/2018,,
ForumEvent,,,1615340315424362057,1554456371532097040,,,3/7/2018,,
ForumEvent,,,1615340315424362057,790822159061649908,,,3/11/2018,,
ForumEvent,,,1615340315424362057,233663355940135248,,,3/14/2018,,
ForumEvent,,,1615340315424362057,294414635272034239,,,3/18/2018,,
ForumEvent,,,1615340315424362057,1167304251095368319,,,3/21/2018,,
ForumEvent,,,1615340315424362057,1208371259823544324,,,3/23/2018,,
ForumEvent,,,1615340315424362057,730659056743125659,,,3/26/2018,,
ForumEvent,,,1615340315424362057,1552039586515215475,,,3/29/2018,,
ForumEvent,,,1372844135435303981,1123343383425465415,,,3/2/2018,,
ForumEvent,,,1372844135435303981,1142634096522371263,,,3/14/2018,,
ForumEvent,,,1372844135435303981,635316947115505428,,,3/25/2018,,
ForumEvent,,,353365307219544531,1254461609351305926,,,3/15/2018,,
ForumEvent,,,1202482536733844323,213728046165583160,,,3/7/2018,,
ForumEvent,,,15133734353741126,1175131569463302974,,,3/13/2018,,
ForumEvent,,,565733832133342431,1223201630061611590,,,3/5/2018,,
ForumEvent,,,1222966301068614432,1459606292464112362,,,3/28/2018,,
ForumEvent,,,1372844135435303981,625375362050355621,,,4/5/2018,,
ForumEvent,,,1372844135435303981,722211625353240870,,,4/15/2018,,
ForumEvent,,,1372844135435303981,339110130495081526,,,4/24/2018,,
ForumEvent,,,1314315120197156050,640546588512142121,,,4/3/2018,,
ForumEvent,,,1314315120197156050,1021498223947378841,,,4/9/2018,,
ForumEvent,,,1314315120197156050,1002133093704671333,,,4/15/2018,,
ForumEvent,,,1314315120197156050,307770800960854571,,,4/24/2018,,
ForumEvent,,,1615340315424362057,471592122415395292,,,4/1/2018,,
ForumEvent,,,1615340315424362057,584379352019839348,,,4/4/2018,,
ForumEvent,,,1615340315424362057,234716029143732462,,,4/8/2018,,
ForumEvent,,,1615340315424362057,1027391951192717347,,,4/11/2018,,
ForumEvent,,,1615340315424362057,975324646155635080,,,4/15/2018,,
ForumEvent,,,1615340315424362057,1061371150340194739,,,4/18/2018,,
ForumEvent,,,1615340315424362057,1435397124171518550,,,4/22/2018,,
ForumEvent,,,1615340315424362057,482842235422972500,,,4/26/2018,,
ForumEvent,,,1615340315424362057,703435946366225933,,,4/30/2018,,
ForumEvent,,,15133734353741126,153699659267110132,,,4/18/2018,,
ForumEvent,,,1040437236245414809,1652891284954101465,,,4/21/2018,,
ForumEvent,,,1222966301068614432,1066484955466327747,,,4/11/2018,,
ForumEvent,,,555784630220125214,931713391960821766,,,4/20/2018,,
ForumEvent,,,324124332757504717,1611943845151076252,,,4/13/2018,,
ForumEvent,,,1372844135435303981,685050596508383841,,,5/7/2018,,
ForumEvent,,,1372844135435303981,641853233233827145,,,5/17/2018,,
ForumEvent,,,1372844135435303981,573466741354512613,,,5/26/2018,,
ForumEvent,,,15133734353741126,127209142578062432,,,5/9/2018,,
ForumEvent,,,15133734353741126,1456601522780723424,,,5/30/2018,,
ForumEvent,,,1615340315424362057,241338740074477160,,,5/2/2018,,
ForumEvent,,,1615340315424362057,612634626272412065,,,5/6/2018,,
ForumEvent,,,1615340315424362057,707130621620136170,,,5/10/2018,,
ForumEvent,,,1615340315424362057,1604758653532874,,,5/14/2018,,
ForumEvent,,,1615340315424362057,679721048351950362,,,5/17/2018,,
ForumEvent,,,1615340315424362057,262661522685243364,,,5/21/2018,,
ForumEvent,,,1615340315424362057,961552144883475096,,,5/25/2018,,
ForumEvent,,,1615340315424362057,862878235880935065,,,5/30/2018,,
ForumEvent,,,1314315120197156050,934428420817589540,,,5/5/2018,,
ForumEvent,,,1314315120197156050,765655097163015572,,,5/15/2018,,
ForumEvent,,,1314315120197156050,1116103883511239215,,,5/23/2018,,
ForumEvent,,,1040437236245414809,1252426421611436002,,,5/21/2018,,
ForumEvent,,,353365307219544531,14936361122221501,,,5/19/2018,,
ForumEvent,,,1202482536733844323,1159204586312001896,,,5/27/2018,,
ForumEvent,,,869745302967338810,705405857607435952,,,5/3/2018,,
ForumEvent,,,1615340315424362057,732423753419624577,,,6/4/2018,,
ForumEvent,,,1615340315424362057,934078091145222091,,,6/8/2018,,
ForumEvent,,,1615340315424362057,350148261526143808,,,6/13/2018,,
ForumEvent,,,1615340315424362057,1442371681205832163,,,6/17/2018,,
ForumEvent,,,1615340315424362057,1564514602146258323,,,6/21/2018,,
ForumEvent,,,1615340315424362057,481407424730302361,,,6/25/2018,,
ForumEvent,,,1615340315424362057,658070611429764940,,,6/29/2018,,
ForumEvent,,,15133734353741126,1564893363612246851,,,6/13/2018,,
ForumEvent,,,1314315120197156050,516121980171157084,,,6/1/2018,,
ForumEvent,,,1314315120197156050,1451092413261528372,,,6/11/2018,,
ForumEvent,,,1314315120197156050,889443716414281660,,,6/22/2018,,
ForumEvent,,,1372844135435303981,520555199314962065,,,6/2/2018,,
ForumEvent,,,1372844135435303981,448683847302433140,,,6/9/2018,,
ForumEvent,,,1372844135435303981,612370748076310145,,,6/18/2018,,
ForumEvent,,,1372844135435303981,1343197450084347135,,,6/26/2018,,
ForumEvent,,,1222966301068614432,1260283687501309027,,,6/13/2018,,
ForumEvent,,,353365307219544531,382324645714581268,,,6/23/2018,,
ForumEvent,,,1202482536733844323,662195707854635428,,,6/5/2018,,
ForumEvent,,,1202482536733844323,1114502034902546550,,,6/14/2018,,
ForumEvent,,,442231451428861295,315002905127812354,,,6/7/2018,,
ForumEvent,,,1372844135435303981,1042722514115814455,,,7/7/2018,,
ForumEvent,,,1372844135435303981,512344947252365121,,,7/17/2018,,
ForumEvent,,,1372844135435303981,305212340764141645,,,7/26/2018,,
ForumEvent,,,1314315120197156050,568728520845612385,,,7/6/2018,,
ForumEvent,,,1314315120197156050,1520733392172930630,,,7/17/2018,,
ForumEvent,,,1314315120197156050,365839765522215258,,,7/28/2018,,
ForumEvent,,,1615340315424362057,1315423457105449625,,,7/3/2018,,
ForumEvent,,,1615340315424362057,835638364554034333,,,7/7/2018,,
ForumEvent,,,1615340315424362057,945718341307680773,,,7/11/2018,,
ForumEvent,,,1615340315424362057,952095250144660240,,,7/15/2018,,
ForumEvent,,,1615340315424362057,84295014231628064,,,7/19/2018,,
ForumEvent,,,1615340315424362057,841260605724155399,,,7/23/2018,,
ForumEvent,,,1615340315424362057,1258260256554803058,,,7/27/2018,,
ForumEvent,,,565733832133342431,1509223822684450217,,,7/3/2018,,
ForumEvent,,,353365307219544531,1283120416117144960,,,7/22/2018,,
ForumEvent,,,15133734353741126,992935923520710443,,,7/6/2018,,
ForumEvent,,,15133734353741126,484427113074143909,,,7/27/2018,,
ForumEvent,,,1222966301068614432,1426819016016227145,,,7/7/2018,,
ForumEvent,,,1371100161965701220,925125111350313347,,,7/12/2018,,
ForumEvent,,,353365307219544531,847213505214113253,,,8/26/2018,,
ForumEvent,,,1615340315424362057,1191446701255665955,,,8/1/2018,,
ForumEvent,,,1615340315424362057,1352825502572734791,,,8/5/2018,,
ForumEvent,,,1615340315424362057,473295424436114513,,,8/9/2018,,
ForumEvent,,,1615340315424362057,1189274213531032121,,,8/14/2018,,
ForumEvent,,,1615340315424362057,451562448562504535,,,8/18/2018,,
ForumEvent,,,1615340315424362057,1252217722475213096,,,8/22/2018,,
ForumEvent,,,1615340315424362057,1536023498104931894,,,8/26/2018,,
ForumEvent,,,1615340315424362057,1385452290237023520,,,8/31/2018,,
ForumEvent,,,15133734353741126,1564506404212104025,,,8/15/2018,,
ForumEvent,,,1314315120197156050,1406631320867059123,,,8/1/2018,,
ForumEvent,,,1314315120197156050,1567365443431158000,,,8/11/2018,,
ForumEvent,,,1314315120197156050,1450936181542653212,,,8/21/2018,,
ForumEvent,,,1314315120197156050,728485874800505644,,,8/31/2018,,
ForumEvent,,,1372844135435303981,1129314905566251245,,,8/8/2018,,
ForumEvent,,,1372844135435303981,427455261607481664,,,8/17/2018,,
ForumEvent,,,1372844135435303981,452715133935633664,,,8/27/2018,,
ForumEvent,,,1427292001647224242,1217439119744032447,,,8/5/2018,,
ForumEvent,,,1202482536733844323,1303296302010721511,,,8/3/2018,,
ForumEvent,,,442231451428861295,1424594531235634443,,,8/21/2018,,
ForumEvent,,,1615340315424362057,561311862347415140,,,9/5/2018,,
ForumEvent,,,1615340315424362057,264222459574523105,,,9/9/2018,,
ForumEvent,,,1615340315424362057,121742565510798756,,,9/13/2018,,
ForumEvent,,,1615340315424362057,913859815377382343,,,9/17/2018,,
ForumEvent,,,1615340315424362057,593794942936485303,,,9/21/2018,,
ForumEvent,,,1615340315424362057,1266440277954580045,,,9/26/2018,,
ForumEvent,,,1615340315424362057,1625530158219514014,,,9/29/2018,,
ForumEvent,,,1314315120197156050,212113480055460575,,,9/9/2018,,
ForumEvent,,,1314315120197156050,250470639341346614,,,9/19/2018,,
ForumEvent,,,1040437236245414809,555652078535638052,,,9/1/2018,,
ForumEvent,,,1372844135435303981,423525099221560220,,,9/7/2018,,
ForumEvent,,,1372844135435303981,359387609229331574,,,9/14/2018,,
ForumEvent,,,1372844135435303981,1154939210267009453,,,9/23/2018,,
ForumEvent,,,15133734353741126,1414405541146359017,,,9/6/2018,,
ForumEvent,,,15133734353741126,192056607365386505,,,9/26/2018,,
ForumEvent,,,1202482536733844323,1014516443388612374,,,9/5/2018,,
ForumEvent,,,353365307219544531,243415530502820842,,,9/15/2018,,
ForumEvent,,,565733832133342431,1342155145765325139,,,9/10/2018,,
ForumEvent,,,1615340315424362057,110851551639744235,,,10/1/2018,,
ForumEvent,,,1615340315424362057,1145985001021291852,,,10/5/2018,,
ForumEvent,,,1615340315424362057,1575573892735457267,,,10/9/2018,,
ForumEvent,,,1615340315424362057,394352063214255261,,,10/13/2018,,
ForumEvent,,,1615340315424362057,102123752524110375,,,10/17/2018,,
ForumEvent,,,1615340315424362057,620740904074601230,,,10/22/2018,,
ForumEvent,,,1615340315424362057,1565217334100251415,,,10/26/2018,,
ForumEvent,,,1615340315424362057,1532137325236132148,,,10/30/2018,,
ForumEvent,,,1314315120197156050,1531352041110028442,,,10/8/2018,,
ForumEvent,,,1314315120197156050,558418040234375452,,,10/19/2018,,
ForumEvent,,,353365307219544531,1005081251866422179,,,10/2/2018,,
ForumEvent,,,1372844135435303981,1307850816341373924,,,10/2/2018,,
ForumEvent,,,1372844135435303981,1030589012125112320,,,10/12/2018,,
ForumEvent,,,1372844135435303981,462909183311043388,,,10/19/2018,,
ForumEvent,,,1372844135435303981,600875457292897251,,,10/27/2018,,
ForumEvent,,,1202482536733844323,703845008224894344,,,9/30/2018,,
ForumEvent,,,1202482536733844323,1513662032452523252,,,10/30/2018,,
ForumEvent,,,15133734353741126,1372093849531844233,,,10/3/2018,,
ForumEvent,,,15133734353741126,117356095095533129,,,10/19/2018,,
ForumEvent,,,555784630220125214,1327731223535307312,,,10/30/2018,,
ForumEvent,,,565733832133342431,1102035734176344654,,,10/25/2018,,
ForumEvent,,,15133734353741126,1250412546826092489,,,11/2/2018,,
ForumEvent,,,15133734353741126,406127854440399617,,,11/21/2018,,
ForumEvent,,,1314315120197156050,252016124556030370,,,11/6/2018,,
ForumEvent,,,1314315120197156050,818114433937955570,,,11/14/2018,,
ForumEvent,,,1314315120197156050,180103030351944365,,,11/22/2018,,
ForumEvent,,,1615340315424362057,224258444805921330,,,11/1/2018,,
ForumEvent,,,1615340315424362057,1224490525105954544,,,11/6/2018,,
ForumEvent,,,1615340315424362057,1345837293526443151,,,11/10/2018,,
ForumEvent,,,1615340315424362057,279345544354654449,,,11/14/2018,,
ForumEvent,,,1615340315424362057,256552421469713374,,,11/18/2018,,
ForumEvent,,,1615340315424362057,1134263029332006928,,,11/22/2018,,
ForumEvent,,,1615340315424362057,852602212695769843,,,11/27/2018,,
ForumEvent,,,1372844135435303981,1565841235122491951,,,11/2/2018,,
ForumEvent,,,1372844135435303981,443011564966490962,,,11/11/2018,,
ForumEvent,,,1372844135435303981,1454034526142029416,,,11/18/2018,,
ForumEvent,,,1372844135435303981,627305624463605076,,,11/29/2018,,
ForumEvent,,,353365307219544531,927198231504539806,,,11/18/2018,,
ForumEvent,,,451888058015735870,1546332948334254617,,,11/8/2018,,
ForumEvent,,,1222966301068614432,1478382610363661154,,,11/10/2018,,
ForumEvent,,,254347350613723281,555018052208253645,,,11/24/2018,,
ForumEvent,,,1314315120197156050,1524354933205831631,,,12/5/2018,,
ForumEvent,,,1314315120197156050,1112454315469390513,,,12/14/2018,,
ForumEvent,,,1314315120197156050,202493163566583104,,,12/21/2018,,
ForumEvent,,,1615340315424362057,744050462705530514,,,12/1/2018,,
ForumEvent,,,1615340315424362057,122670339223661100,,,12/5/2018,,
ForumEvent,,,1615340315424362057,46235555273012001,,,12/9/2018,,
ForumEvent,,,1615340315424362057,798479974006231661,,,12/13/2018,,
ForumEvent,,,1615340315424362057,763304205533436402,,,12/18/2018,,
ForumEvent,,,1615340315424362057,1209097751343891638,,,12/21/2018,,
ForumEvent,,,1615340315424362057,1363884488203201194,,,12/25/2018,,
ForumEvent,,,1615340315424362057,875263838332451444,,,12/29/2018,,
ForumEvent,,,1040437236245414809,1388456913398156305,,,12/4/2018,,
ForumEvent,,,1372844135435303981,1420850232208558481,,,12/7/2018,,
ForumEvent,,,1372844135435303981,242319556350139294,,,12/15/2018,,
ForumEvent,,,1372844135435303981,745431064321866061,,,12/27/2018,,
ForumEvent,,,15133734353741126,563413507831225088,,,12/9/2018,,
ForumEvent,,,15133734353741126,534058550028035215,,,12/28/2018,,
ForumEvent,,,353365307219544531,336728743401281735,,,12/11/2018,,
ForumEvent,,,565733832133342431,866370644288766128,,,12/19/2018,,
ForumEvent,,,1222966301068614432,689124311527089394,,,12/31/2018,,
ForumEvent,,,1615340315424362057,502316224739660214,,,12/31/2018,,
ForumEvent,,,1615340315424362057,1349163925322230363,,,1/4/2019,,
ForumEvent,,,1615340315424362057,357501050343170715,,,1/8/2019,,
ForumEvent,,,1615340315424362057,1431296414494015398,,,1/11/2019,,
ForumEvent,,,1615340315424362057,874205060112944515,,,1/15/2019,,
ForumEvent,,,1615340315424362057,331413167005093351,,,1/18/2019,,
ForumEvent,,,1615340315424362057,1204077158611311660,,,1/22/2019,,
ForumEvent,,,1615340315424362057,611331861381441083,,,1/25/2019,,
ForumEvent,,,1615340315424362057,1113064537324155881,,,1/28/2019,,
ForumEvent,,,1372844135435303981,1434433141608315578,,,1/2/2019,,
ForumEvent,,,1372844135435303981,325305253864714426,,,1/10/2019,,
ForumEvent,,,1372844135435303981,1528612016971811085,,,1/18/2019,,
ForumEvent,,,1372844135435303981,413762536219484940,,,1/29/2019,,
ForumEvent,,,15133734353741126,1054211253526041632,,,1/10/2019,,
ForumEvent,,,15133734353741126,1329428615875523314,,,1/26/2019,,
ForumEvent,,,1202482536733844323,1177407451318605201,,,1/7/2019,,
ForumEvent,,,353365307219544531,985234113486355503,,,1/21/2019,,
ForumEvent,,,1314315120197156050,404442569920413418,,,1/6/2019,,
ForumEvent,,,1314315120197156050,1337022004650628593,,,1/16/2019,,
ForumEvent,,,1314315120197156050,1605462380494361227,,,1/25/2019,,
ForumEvent,,,565733832133342431,256432126109546350,,,1/19/2019,,
ForumEvent,,,451888058015735870,1139412953951363443,,,1/25/2019,,
ForumEvent,,,1427292001647224242,1244090224452476181,,,1/24/2019,,
ForumEvent,,,1615340315424362057,1055033486001603535,,,2/2/2019,,
ForumEvent,,,1615340315424362057,1340486321775254638,,,2/6/2019,,
ForumEvent,,,1615340315424362057,843333676612120563,,,2/9/2019,,
ForumEvent,,,1615340315424362057,1141964339621325447,,,2/12/2019,,
ForumEvent,,,1615340315424362057,652821824326502150,,,2/15/2019,,
ForumEvent,,,1615340315424362057,232724236650358793,,,2/18/2019,,
ForumEvent,,,1615340315424362057,293309438174125531,,,2/21/2019,,
ForumEvent,,,1615340315424362057,64748425065395195,,,2/24/2019,,
ForumEvent,,,1615340315424362057,557263630753191371,,,2/27/2019,,
ForumEvent,,,1372844135435303981,1280129627109023720,,,2/7/2019,,
ForumEvent,,,1372844135435303981,441428674133413491,,,2/13/2019,,
ForumEvent,,,1372844135435303981,1461538230131928533,,,2/17/2019,,
ForumEvent,,,1372844135435303981,1586658622012370526,,,2/25/2019,,
ForumEvent,,,15133734353741126,406096551011442144,,,2/10/2019,,
ForumEvent,,,15133734353741126,299421231732367530,,,2/25/2019,,
ForumEvent,,,1314315120197156050,247164924470075052,,,2/8/2019,,
ForumEvent,,,1314315120197156050,460768467232517431,,,2/17/2019,,
ForumEvent,,,1314315120197156050,1340625233530357230,,,2/25/2019,,
ForumEvent,,,353365307219544531,1272517881535811190,,,2/19/2019,,
ForumEvent,,,1040437236245414809,601951035282455247,,,2/9/2019,,
ForumEvent,,,1202482536733844323,648532001209826135,,,2/8/2019,,
ForumEvent,,,451888058015735870,1434212113108119021,,,2/8/2019,,
ForumEvent,,,1615340315424362057,552342116263860112,,,3/1/2019,,
ForumEvent,,,1615340315424362057,154886422461121605,,,3/4/2019,,
ForumEvent,,,1615340315424362057,821707161426952503,,,3/7/2019,,
ForumEvent,,,1615340315424362057,1390331361661728061,,,3/11/2019,,
ForumEvent,,,1615340315424362057,1129126335852412410,,,3/14/2019,,
ForumEvent,,,1615340315424362057,605558198009241382,,,3/18/2019,,
ForumEvent,,,1615340315424362057,125102025516337149,,,3/21/2019,,
ForumEvent,,,1615340315424362057,984490474353513911,,,3/24/2019,,
ForumEvent,,,1615340315424362057,1145085432543259730,,,3/28/2019,,
ForumEvent,,,1615340315424362057,472618014225337372,,,3/31/2019,,
ForumEvent,,,15133734353741126,753429217423368304,,,3/14/2019,,
ForumEvent,,,15133734353741126,880750931247200214,,,3/30/2019,,
ForumEvent,,,353365307219544531,1104166075329829233,,,3/7/2019,,
ForumEvent,,,353365307219544531,977752049586180078,,,3/31/2019,,
ForumEvent,,,1372844135435303981,38815210758171034,,,3/4/2019,,
ForumEvent,,,1372844135435303981,417075134371599216,,,3/11/2019,,
ForumEvent,,,1372844135435303981,1296007977945217834,,,3/18/2019,,
ForumEvent,,,1372844135435303981,246164345625982091,,,3/25/2019,,
ForumEvent,,,1314315120197156050,778164812544303241,,,3/3/2019,,
ForumEvent,,,1314315120197156050,238932565455247141,,,3/13/2019,,
ForumEvent,,,1314315120197156050,575150653199813165,,,3/20/2019,,
ForumEvent,,,1314315120197156050,826348434344826431,,,3/28/2019,,
ForumEvent,,,254347350613723281,581680285259629061,,,3/14/2019,,
ForumEvent,,,1371100161965701220,121190926617477810,,,3/20/2019,,
ForumEvent,,,188043543797416114,465326011858014715,,,3/1/2019,,
ForumEvent,,,1615340315424362057,227563211115169341,,,4/3/2019,,
ForumEvent,,,1615340315424362057,347521182651710429,,,4/6/2019,,
ForumEvent,,,1615340315424362057,14843027243493157,,,4/10/2019,,
ForumEvent,,,1615340315424362057,1616126644135451143,,,4/14/2019,,
ForumEvent,,,1615340315424362057,1232096328584151520,,,4/18/2019,,
ForumEvent,,,1615340315424362057,1061825314612850537,,,4/22/2019,,
ForumEvent,,,1615340315424362057,1314132357153150146,,,4/26/2019,,
ForumEvent,,,1615340315424362057,658711774629331310,,,4/29/2019,,
ForumEvent,,,353365307219544531,743934661026132993,,,4/22/2019,,
ForumEvent,,,1372844135435303981,1559711692235533410,,,4/1/2019,,
ForumEvent,,,1372844135435303981,1035442690652512260,,,4/9/2019,,
ForumEvent,,,1372844135435303981,1039800691704722866,,,4/17/2019,,
ForumEvent,,,1372844135435303981,1481745302339436663,,,4/26/2019,,
ForumEvent,,,565733832133342431,996513151205282246,,,4/30/2019,,
ForumEvent,,,15133734353741126,53463824749985295,,,4/18/2019,,
ForumEvent,,,1314315120197156050,451785633332419220,,,4/3/2019,,
ForumEvent,,,1314315120197156050,1628650062395053030,,,4/13/2019,,
ForumEvent,,,1314315120197156050,1103535104341340319,,,4/22/2019,,
ForumEvent,,,188043543797416114,871974135435406613,,,4/10/2019,,
ForumEvent,,,1202482536733844323,1542503655912836432,,,4/28/2019,,
ForumEvent,,,851350143155248158,1111001536387124502,,,4/3/2019,,
ForumEvent,,,1314315120197156050,419126139541159540,,,5/6/2019,,
ForumEvent,,,1314315120197156050,1466201211561581059,,,5/17/2019,,
ForumEvent,,,1314315120197156050,534824947453705510,,,5/29/2019,,
ForumEvent,,,1615340315424362057,1441301037235325068,,,5/3/2019,,
ForumEvent,,,1615340315424362057,1042312533158539273,,,5/7/2019,,
ForumEvent,,,1615340315424362057,1247145237015505932,,,5/12/2019,,
ForumEvent,,,1615340315424362057,561484563513802976,,,5/16/2019,,
ForumEvent,,,1615340315424362057,626566592460794632,,,5/20/2019,,
ForumEvent,,,1615340315424362057,171255391362447433,,,5/23/2019,,
ForumEvent,,,1615340315424362057,27493101508054793,,,5/27/2019,,
ForumEvent,,,1615340315424362057,546344601954263938,,,5/31/2019,,
ForumEvent,,,1372844135435303981,1042062734365403325,,,5/9/2019,,
ForumEvent,,,1372844135435303981,550991096516358338,,,5/17/2019,,
ForumEvent,,,1372844135435303981,1626157426540364134,,,5/27/2019,,
ForumEvent,,,15133734353741126,391844234548302931,,,5/9/2019,,
ForumEvent,,,15133734353741126,122534194312912464,,,5/26/2019,,
ForumEvent,,,254347350613723281,544131882459417380,,,5/8/2019,,
ForumEvent,,,353365307219544531,341765672444237252,,,5/4/2019,,
ForumEvent,,,353365307219544531,350130543162943650,,,5/29/2019,,
ForumEvent,,,1040437236245414809,432045416624384249,,,5/17/2019,,
ForumEvent,,,565733832133342431,693984657529959452,,,5/30/2019,,
ForumEvent,,,1615340315424362057,1441252155215309578,,,6/1/2019,,
ForumEvent,,,1615340315424362057,610632535520533707,,,6/5/2019,,
ForumEvent,,,1615340315424362057,512478716570932792,,,6/9/2019,,
ForumEvent,,,1615340315424362057,569606510354970263,,,6/13/2019,,
ForumEvent,,,1615340315424362057,1443443956292615340,,,6/17/2019,,
ForumEvent,,,1615340315424362057,1104429963262461449,,,6/20/2019,,
ForumEvent,,,1615340315424362057,1213512077231168005,,,6/24/2019,,
ForumEvent,,,1615340315424362057,1143471537221282255,,,6/27/2019,,
ForumEvent,,,1222966301068614432,1393518180983332030,,,6/17/2019,,
ForumEvent,,,1372844135435303981,1018301399066243454,,,6/6/2019,,
ForumEvent,,,1372844135435303981,1345009943836144098,,,6/14/2019,,
ForumEvent,,,1372844135435303981,215089625801416613,,,6/23/2019,,
ForumEvent,,,1314315120197156050,80343132158549120,,,6/1/2019,,
ForumEvent,,,1314315120197156050,51989271785752567,,,6/11/2019,,
ForumEvent,,,1314315120197156050,1221130344166662490,,,6/20/2019,,
ForumEvent,,,1083041743586306041,558860830786538795,,,6/5/2019,,
